Year Month,Postal Code,Customer Class,Total Gallons
201512,78749,Multi-Family,14899500
201512,78749,Residential,46995000
201512,78750,Irrigation - Multi-Family,752500
201512,78750,Irrigation - Residential,100
201512,78750,Multi-Family,15623100
201512,78750,Residential,36365000
201512,78751,Irrigation - Multi-Family,429700
201512,78751,Irrigation - Residential,11400
201512,78751,Multi-Family,12441100
201512,78751,Residential,14021400
201512,78752,Irrigation - Multi-Family,220100
201512,78752,Multi-Family,18106200
201512,78752,Residential,10509900
201512,78753,Irrigation - Multi-Family,2121900
201512,78753,Irrigation - Residential,1900
201512,78753,Multi-Family,60836600
201512,78753,Residential,37501500
201512,78754,Irrigation - Multi-Family,2215600
201512,78754,Irrigation - Residential,23100
201512,78754,Multi-Family,14072300
201512,78754,Residential,20373500
201512,78756,Irrigation - Multi-Family,141900
201512,78756,Irrigation - Residential,26000
201512,78756,Multi-Family,5288000
201512,78756,Residential,9451500
201512,78757,Irrigation - Multi-Family,429400
201512,78757,Irrigation - Residential,1600
201512,78757,Multi-Family,13013600
201512,78757,Residential,26767500
201512,78758,Irrigation - Multi-Family,2650600
201512,78758,Irrigation - Residential,9100
201512,78758,Multi-Family,48036000
201512,78758,Residential,36742700
201512,78759,Irrigation - Multi-Family,964700
201512,78759,Irrigation - Residential,35600
201512,78759,Multi-Family,38276300
201512,78759,Residential,45409300
201601,78613,Irrigation - Multi-Family,569600
201601,78613,Multi-Family,1809800
201601,78617,Irrigation - Residential,6800
201601,78617,Multi-Family,4749000
201601,78617,Residential,20313400
201601,78652,Irrigation - Residential,95000
201601,78652,Multi-Family,29800
201601,78652,Residential,1665300
201601,78653,Multi-Family,79900
201601,78653,Residential,1056000
201601,78660,Irrigation - Multi-Family,274200
201601,78660,Irrigation - Residential,11500
201601,78660,Multi-Family,952900
201601,78660,Residential,7281400
201601,78701,Irrigation - Multi-Family,992900
201601,78701,Irrigation - Residential,17100
201601,78701,Multi-Family,14136700
201601,78701,Residential,711700
201601,78702,Irrigation - Multi-Family,472800
201601,78702,Irrigation - Residential,51000
201601,78702,Multi-Family,11136500
201601,78702,Residential,24831500
201601,78703,Irrigation - Multi-Family,306100
201601,78703,Irrigation - Residential,329300
201601,78703,Multi-Family,12404600
201601,78703,Residential,37590100
201601,78704,Irrigation - Multi-Family,1989000
201601,78704,Irrigation - Residential,47700
201601,78704,Multi-Family,51823800
201601,78704,Residential,37539200
201601,78705,Irrigation - Multi-Family,257700
201601,78705,Irrigation - Residential,14900
201601,78705,Multi-Family,31090600
201601,78705,Residential,8057300
201601,78717,Irrigation - Multi-Family,1201200
201601,78717,Irrigation - Residential,11600
201601,78717,Multi-Family,13006900
201601,78717,Residential,25636100
201601,78719,Multi-Family,411900
201601,78719,Residential,1401200
201601,78721,Irrigation - Multi-Family,315000
201601,78721,Irrigation - Residential,4600
201601,78721,Multi-Family,4969400
201601,78721,Residential,13787300
201601,78722,Irrigation - Multi-Family,81800
201601,78722,Irrigation - Residential,1000
201601,78722,Multi-Family,2512600
201601,78722,Residential,7504900
201601,78723,Irrigation - Multi-Family,27500
201601,78723,Irrigation - Residential,3800
201601,78723,Multi-Family,24488200
201601,78723,Residential,30146000
201601,78724,Irrigation - Multi-Family,130300
201601,78724,Irrigation - Residential,21100
201601,78724,Multi-Family,12048900
201601,78724,Residential,20258400
201601,78725,Irrigation - Residential,0
201601,78725,Multi-Family,158200
201601,78725,Residential,2576200
201601,78726,Irrigation - Multi-Family,2753900
201601,78726,Irrigation - Residential,13900
201601,78726,Multi-Family,12819200
201601,78726,Residential,12878700
201601,78727,Irrigation - Multi-Family,1173300
201601,78727,Irrigation - Residential,4900
201601,78727,Multi-Family,20606000
201601,78727,Residential,31665100
201601,78728,Irrigation - Multi-Family,351100
201601,78728,Irrigation - Residential,2500
201601,78728,Multi-Family,7513500
201601,78728,Residential,4323700
201601,78729,Irrigation - Multi-Family,1570100
201601,78729,Irrigation - Residential,2400
201601,78729,Multi-Family,20589100
201601,78729,Residential,18866500
201601,78730,Irrigation - Multi-Family,411600
201601,78730,Irrigation - Residential,58100
201601,78730,Multi-Family,5682500
201601,78730,Residential,15558400
201601,78731,Irrigation - Multi-Family,431800
201601,78731,Irrigation - Residential,136900
201601,78731,Multi-Family,17587800
201601,78731,Residential,44236900
201601,78733,Residential,33000
201601,78735,Irrigation - Multi-Family,1024000
201601,78735,Multi-Family,8391400
201601,78735,Residential,13811800
201601,78736,Irrigation - Multi-Family,245200
201601,78736,Irrigation - Residential,16300
201601,78736,Multi-Family,3146900
201601,78736,Residential,9697000
201601,78737,Irrigation - Residential,5300
201601,78737,Residential,5291400
201601,78738,Residential,22900
201601,78739,Irrigation - Multi-Family,900
201601,78739,Residential,30739700
201601,78741,Irrigation - Multi-Family,1349800
201601,78741,Irrigation - Residential,11300
201601,78741,Multi-Family,80120700
201601,78741,Residential,18245300
201601,78742,Multi-Family,375200
201601,78742,Residential,766800
201601,78744,Irrigation - Multi-Family,1310500
201601,78744,Irrigation - Residential,25000
201601,78744,Multi-Family,28601600
201601,78744,Residential,46566000
201601,78745,Irrigation - Multi-Family,2257200
201601,78745,Irrigation - Residential,33600
201601,78745,Multi-Family,34722200
201601,78745,Residential,66009300
201601,78746,Irrigation - Multi-Family,230100
201601,78746,Irrigation - Residential,167500
201601,78746,Multi-Family,14156300
201601,78746,Residential,28037500
201601,78747,Irrigation - Multi-Family,183300
201601,78747,Irrigation - Residential,10300
201601,78747,Multi-Family,7560500
201601,78747,Residential,21471300
201601,78748,Irrigation - Multi-Family,4431800
201601,78748,Irrigation - Residential,32200
201601,78748,Multi-Family,22185000
201601,78748,Residential,59354000
201601,78749,Irrigation - Multi-Family,1799300
201601,78749,Irrigation - Residential,30400
201601,78749,Multi-Family,15480400
201601,78749,Residential,47694000
201601,78750,Irrigation - Multi-Family,617200
201601,78750,Irrigation - Residential,200
201601,78750,Multi-Family,14518300
201601,78750,Residential,38570100
201601,78751,Irrigation - Multi-Family,384500
201601,78751,Irrigation - Residential,30500
201601,78751,Multi-Family,11815600
201601,78751,Residential,13836300
201601,78752,Irrigation - Multi-Family,44100
201601,78752,Multi-Family,19580400
201601,78752,Residential,12123300
201601,78753,Irrigation - Multi-Family,1863600
201601,78753,Irrigation - Residential,1800
201601,78753,Multi-Family,64652400
201601,78753,Residential,38621600
201601,78754,Irrigation - Multi-Family,1988500
201601,78754,Irrigation - Residential,21300
201601,78754,Multi-Family,17151700
201601,78754,Residential,20323600
201601,78756,Irrigation - Multi-Family,31800
201601,78756,Irrigation - Residential,35600
201601,78756,Multi-Family,5058200
201601,78756,Residential,9580700
201601,78757,Irrigation - Multi-Family,202700
201601,78757,Irrigation - Residential,8900
201601,78757,Multi-Family,14379500
201601,78757,Residential,27656100
201601,78758,Irrigation - Multi-Family,1951400
201601,78758,Irrigation - Residential,10500
201601,78758,Multi-Family,49665500
201601,78758,Residential,36919800
201601,78759,Irrigation - Multi-Family,743900
201601,78759,Irrigation - Residential,33100
201601,78759,Multi-Family,38409500
201601,78759,Residential,46908500
201602,78613,Irrigation - Multi-Family,608000
201602,78613,Multi-Family,1626500
201602,78617,Irrigation - Residential,5000
201602,78617,Multi-Family,4082300
201602,78617,Residential,16985200
201602,78652,Irrigation - Residential,69300
201602,78652,Multi-Family,30300
201602,78652,Residential,1721700
201602,78653,Multi-Family,130600
201602,78653,Residential,1044300
201602,78660,Irrigation - Multi-Family,130700
201602,78660,Irrigation - Residential,11300
201602,78660,Multi-Family,857000
201602,78660,Residential,7029100
201602,78701,Irrigation - Multi-Family,657100
201602,78701,Irrigation - Residential,22100
201602,78701,Multi-Family,13825500
201602,78701,Residential,862300
201602,78702,Irrigation - Multi-Family,244400
201602,78702,Irrigation - Residential,15300
201602,78702,Multi-Family,10854600
201602,78702,Residential,22992200
201602,78703,Irrigation - Multi-Family,253200
201602,78703,Irrigation - Residential,638200
201602,78703,Multi-Family,11585900
201602,78703,Residential,40668700
201602,78704,Irrigation - Multi-Family,1830100
201602,78704,Irrigation - Residential,125000
201602,78704,Multi-Family,48623900
201602,78704,Residential,37122900
201602,78705,Irrigation - Multi-Family,282100
201602,78705,Irrigation - Residential,31600
201602,78705,Multi-Family,36467000
201602,78705,Residential,8301800
201602,78717,Irrigation - Multi-Family,1834500
201602,78717,Irrigation - Residential,11000
201602,78717,Multi-Family,11277600
201602,78717,Residential,24853000
201602,78719,Multi-Family,319200
201602,78719,Residential,1430600
201602,78721,Irrigation - Multi-Family,262000
201602,78721,Irrigation - Residential,4100
201602,78721,Multi-Family,4571700
201602,78721,Residential,12119600
201602,78722,Irrigation - Multi-Family,67500
201602,78722,Irrigation - Residential,0
201602,78722,Multi-Family,2633500
201602,78722,Residential,7004100
201602,78723,Irrigation - Multi-Family,87500
201602,78723,Irrigation - Residential,700
201602,78723,Multi-Family,23168700
201602,78723,Residential,28766000
201602,78724,Irrigation - Multi-Family,102500
201602,78724,Irrigation - Residential,18600
201602,78724,Multi-Family,11851900
201602,78724,Residential,18324000
201602,78725,Irrigation - Residential,0
201602,78725,Multi-Family,142600
201602,78725,Residential,2511600
201602,78726,Irrigation - Multi-Family,2005300
201602,78726,Irrigation - Residential,37200
201602,78726,Multi-Family,12088200
201602,78726,Residential,12657500
201602,78727,Irrigation - Multi-Family,2265900
201602,78727,Irrigation - Residential,8200
201602,78727,Multi-Family,18437500
201602,78727,Residential,28929100
201602,78728,Irrigation - Multi-Family,422400
201602,78728,Irrigation - Residential,3000
201602,78728,Multi-Family,7183500
201602,78728,Residential,4335400
201602,78729,Irrigation - Multi-Family,1669400
201602,78729,Irrigation - Residential,700
201602,78729,Multi-Family,19876200
201602,78729,Residential,17963800
201602,78730,Irrigation - Multi-Family,572300
201602,78730,Irrigation - Residential,37400
201602,78730,Multi-Family,3221100
201602,78730,Residential,15374800
201602,78731,Irrigation - Multi-Family,190400
201602,78731,Irrigation - Residential,255000
201602,78731,Multi-Family,15954600
201602,78731,Residential,44739600
201602,78733,Residential,25600
201602,78735,Irrigation - Multi-Family,466600
201602,78735,Multi-Family,8125800
201602,78735,Residential,14483300
201602,78736,Irrigation - Multi-Family,418200
201602,78736,Irrigation - Residential,21700
201602,78736,Multi-Family,3252800
201602,78736,Residential,9916400
201602,78737,Irrigation - Residential,7700
201602,78737,Residential,5987100
201602,78738,Residential,6400
201602,78739,Irrigation - Multi-Family,6100
201602,78739,Residential,26189000
201602,78741,Irrigation - Multi-Family,1222400
201602,78741,Irrigation - Residential,8800
201602,78741,Multi-Family,69550800
201602,78741,Residential,15404700
201602,78742,Irrigation - Multi-Family,76800
201602,78742,Multi-Family,239300
201602,78742,Residential,635200
201602,78744,Irrigation - Multi-Family,1655700
201602,78744,Irrigation - Residential,24300
201602,78744,Multi-Family,25228100
201602,78744,Residential,42264600
201602,78745,Irrigation - Multi-Family,2019400
201602,78745,Irrigation - Residential,52100
201602,78745,Multi-Family,31105700
201602,78745,Residential,60939200
201602,78746,Irrigation - Multi-Family,178400
201602,78746,Irrigation - Residential,294200
201602,78746,Multi-Family,11986400
201602,78746,Residential,31144300
201602,78747,Irrigation - Multi-Family,196300
201602,78747,Irrigation - Residential,108500
201602,78747,Multi-Family,6641000
201602,78747,Residential,18991000
201602,78748,Irrigation - Multi-Family,4155400
201602,78748,Irrigation - Residential,20600
201602,78748,Multi-Family,18660800
201602,78748,Residential,52911100
201602,78749,Irrigation - Multi-Family,2277800
201602,78749,Irrigation - Residential,22700
201602,78749,Multi-Family,14153000
201602,78749,Residential,45300600
201602,78750,Irrigation - Multi-Family,606100
201602,78750,Irrigation - Residential,10600
201602,78750,Multi-Family,12788100
201602,78750,Residential,41301700
201602,78751,Irrigation - Multi-Family,422600
201602,78751,Irrigation - Residential,56200
201602,78751,Multi-Family,12139100
201602,78751,Residential,13317800
201602,78752,Irrigation - Multi-Family,21300
201602,78752,Multi-Family,17323600
201602,78752,Residential,10349500
201602,78753,Irrigation - Multi-Family,1550200
201602,78753,Irrigation - Residential,1800
201602,78753,Multi-Family,56497300
201602,78753,Residential,35699900
201602,78754,Irrigation - Multi-Family,1583600
201602,78754,Irrigation - Residential,22400
201602,78754,Multi-Family,15008300
201602,78754,Residential,19584800
201602,78756,Irrigation - Multi-Family,26200
201602,78756,Irrigation - Residential,24500
201602,78756,Multi-Family,5027900
201602,78756,Residential,9182200
201602,78757,Irrigation - Multi-Family,88100
201602,78757,Irrigation - Residential,11200
201602,78757,Multi-Family,13246200
201602,78757,Residential,26084500
201602,78758,Irrigation - Multi-Family,1700500
201602,78758,Irrigation - Residential,19600
201602,78758,Multi-Family,44621100
201602,78758,Residential,34692500
201602,78759,Irrigation - Multi-Family,629600
201602,78759,Irrigation - Residential,59500
201602,78759,Multi-Family,35063300
201602,78759,Residential,47531100
201603,78613,Irrigation - Multi-Family,825100
201603,78613,Multi-Family,1662200
201603,78617,Irrigation - Residential,5100
201603,78617,Multi-Family,4238000
201603,78617,Residential,17877500
201603,78652,Irrigation - Residential,67800
201603,78652,Multi-Family,39200
201603,78652,Residential,2135400
201603,78653,Multi-Family,71800
201603,78653,Residential,1020300
201603,78660,Irrigation - Multi-Family,347400
201603,78660,Irrigation - Residential,11000
201603,78660,Multi-Family,907500
201603,78660,Residential,7915200
201603,78701,Irrigation - Multi-Family,788600
201603,78701,Irrigation - Residential,17800
201603,78701,Multi-Family,14203500
201603,78701,Residential,755800
201603,78702,Irrigation - Multi-Family,383900
201603,78702,Irrigation - Residential,14300
201603,78702,Multi-Family,10082200
201603,78702,Residential,23738000
201603,78703,Irrigation - Multi-Family,273200
201603,78703,Irrigation - Residential,903800
201603,78703,Multi-Family,12033800
201603,78703,Residential,45172200
201603,78704,Irrigation - Multi-Family,2107500
201603,78704,Irrigation - Residential,161000
201603,78704,Multi-Family,52560300
201603,78704,Residential,40251100
201603,78705,Irrigation - Multi-Family,453300
201603,78705,Irrigation - Residential,61700
201603,78705,Multi-Family,39478000
201603,78705,Residential,9117500
201603,78717,Irrigation - Multi-Family,3592200
201603,78717,Irrigation - Residential,20800
201603,78717,Multi-Family,13098600
201603,78717,Residential,26233800
201603,78719,Multi-Family,383700
201603,78719,Residential,1444600
201603,78721,Irrigation - Multi-Family,104000
201603,78721,Irrigation - Residential,3700
201603,78721,Multi-Family,4371800
201603,78721,Residential,12441600
201603,78722,Irrigation - Multi-Family,3500
201603,78722,Multi-Family,2802500
201603,78722,Residential,7721100
201603,78723,Irrigation - Multi-Family,27200
201603,78723,Irrigation - Residential,6000
201603,78723,Multi-Family,22515900
201603,78723,Residential,31027200
201603,78724,Irrigation - Multi-Family,104700
201603,78724,Irrigation - Residential,21500
201603,78724,Multi-Family,11302600
201603,78724,Residential,18018300
201603,78725,Irrigation - Residential,0
201603,78725,Multi-Family,135000
201603,78725,Residential,2636500
201603,78726,Irrigation - Multi-Family,2273200
201603,78726,Irrigation - Residential,36500
201603,78726,Multi-Family,10147000
201603,78726,Residential,14056900
201603,78727,Irrigation - Multi-Family,2940100
201603,78727,Irrigation - Residential,11500
201603,78727,Multi-Family,19578600
201603,78727,Residential,31886600
201603,78728,Irrigation - Multi-Family,565100
201603,78728,Irrigation - Residential,3200
201603,78728,Multi-Family,6791300
201603,78728,Residential,4819000
201603,78729,Irrigation - Multi-Family,1878000
201603,78729,Irrigation - Residential,1600
201603,78729,Multi-Family,20207400
201603,78729,Residential,18889900
201603,78730,Irrigation - Multi-Family,649100
201603,78730,Irrigation - Residential,57300
201603,78730,Multi-Family,6477800
201603,78730,Residential,20051600
201603,78731,Irrigation - Multi-Family,384300
201603,78731,Irrigation - Residential,360700
201603,78731,Multi-Family,17415700
201603,78731,Residential,50626600
201603,78733,Residential,55400
201603,78735,Irrigation - Multi-Family,1093900
201603,78735,Multi-Family,8840400
201603,78735,Residential,17294900
201603,78736,Irrigation - Multi-Family,435200
201603,78736,Irrigation - Residential,26200
201603,78736,Multi-Family,3203800
201603,78736,Residential,11552900
201603,78737,Irrigation - Residential,5800
201603,78737,Residential,6516700
201603,78738,Residential,7400
201603,78739,Irrigation - Multi-Family,34100
201603,78739,Residential,32306700
201603,78741,Irrigation - Multi-Family,1919100
201603,78741,Irrigation - Residential,14500
201603,78741,Multi-Family,80857000
201603,78741,Residential,17176800
201603,78742,Irrigation - Multi-Family,106500
201603,78742,Multi-Family,246400
201603,78742,Residential,690700
201603,78744,Irrigation - Multi-Family,1810400
201603,78744,Irrigation - Residential,24400
201603,78744,Multi-Family,28276600
201603,78744,Residential,45193600
201603,78745,Irrigation - Multi-Family,2503200
201603,78745,Irrigation - Residential,28800
201603,78745,Multi-Family,32427600
201603,78745,Residential,64919500
201603,78746,Irrigation - Multi-Family,241500
201603,78746,Irrigation - Residential,344000
201603,78746,Multi-Family,12517300
201603,78746,Residential,33391400
201603,78747,Irrigation - Multi-Family,218300
201603,78747,Irrigation - Residential,6200
201603,78747,Multi-Family,6910100
201603,78747,Residential,22085100
201603,78748,Irrigation - Multi-Family,3828000
201603,78748,Irrigation - Residential,23100
201603,78748,Multi-Family,19646000
201603,78748,Residential,60697900
201603,78749,Irrigation - Multi-Family,2734200
201603,78749,Irrigation - Residential,23200
201603,78749,Multi-Family,14526200
201603,78749,Residential,50195900
201603,78750,Irrigation - Multi-Family,676100
201603,78750,Irrigation - Residential,12600
201603,78750,Multi-Family,14357600
201603,78750,Residential,42810300
201603,78751,Irrigation - Multi-Family,532600
201603,78751,Irrigation - Residential,48400
201603,78751,Multi-Family,12545900
201603,78751,Residential,14807800
201603,78752,Irrigation - Multi-Family,58400
201603,78752,Multi-Family,18355900
201603,78752,Residential,11438600
201603,78753,Irrigation - Multi-Family,2270200
201603,78753,Irrigation - Residential,4400
201603,78753,Multi-Family,58358100
201603,78753,Residential,36412600
201603,78754,Irrigation - Multi-Family,1480200
201603,78754,Irrigation - Residential,19300
201603,78754,Multi-Family,15892900
201603,78754,Residential,19991800
201603,78756,Irrigation - Multi-Family,20900
201603,78756,Irrigation - Residential,30600
201603,78756,Multi-Family,5309400
201603,78756,Residential,10847700
201603,78757,Irrigation - Multi-Family,228600
201603,78757,Irrigation - Residential,37600
201603,78757,Multi-Family,13558800
201603,78757,Residential,29362900
201603,78758,Irrigation - Multi-Family,2644800
201603,78758,Irrigation - Residential,20200
201603,78758,Multi-Family,45789700
201603,78758,Residential,36877000
201603,78759,Irrigation - Multi-Family,555500
201603,78759,Irrigation - Residential,80900
201603,78759,Multi-Family,36055200
201603,78759,Residential,51399000
201604,78613,Irrigation - Multi-Family,1261000
201604,78613,Multi-Family,1679900
201604,78617,Irrigation - Residential,5700
201604,78617,Multi-Family,4562500
201604,78617,Residential,18341400
201604,78652,Irrigation - Residential,69600
201604,78652,Multi-Family,41800
201604,78652,Residential,2347500
201604,78653,Multi-Family,63800
201604,78653,Residential,1103400
201604,78660,Irrigation - Multi-Family,775400
201604,78660,Irrigation - Residential,11400
201604,78660,Multi-Family,1016800
201604,78660,Residential,7200400
201604,78701,Irrigation - Multi-Family,919400
201604,78701,Irrigation - Residential,17000
201604,78701,Multi-Family,14827400
201604,78701,Residential,886000
201604,78702,Irrigation - Multi-Family,538800
201604,78702,Irrigation - Residential,16200
201604,78702,Multi-Family,10444300
201604,78702,Residential,23790600
201604,78703,Irrigation - Multi-Family,508100
201604,78703,Irrigation - Residential,765000
201604,78703,Multi-Family,12847800
201604,78703,Residential,42944800
201604,78704,Irrigation - Multi-Family,2108400
201604,78704,Irrigation - Residential,135100
201604,78704,Multi-Family,50654400
201604,78704,Residential,41423700
201604,78705,Irrigation - Multi-Family,616800
201604,78705,Irrigation - Residential,54900
201604,78705,Multi-Family,39376900
201604,78705,Residential,8765200
201604,78717,Irrigation - Multi-Family,4412600
201604,78717,Irrigation - Residential,32400
201604,78717,Multi-Family,12172600
201604,78717,Residential,30579300
201604,78719,Multi-Family,364900
201604,78719,Residential,1379900
201604,78721,Irrigation - Multi-Family,1041000
201604,78721,Irrigation - Residential,4600
201604,78721,Multi-Family,4327600
201604,78721,Residential,12447100
201604,78722,Irrigation - Multi-Family,181300
201604,78722,Irrigation - Residential,0
201604,78722,Multi-Family,2599100
201604,78722,Residential,7685500
201604,78723,Irrigation - Multi-Family,60200
201604,78723,Irrigation - Residential,5400
201604,78723,Multi-Family,21939100
201604,78723,Residential,30078700
201604,78724,Irrigation - Multi-Family,143300
201604,78724,Irrigation - Residential,23600
201604,78724,Multi-Family,13131500
201604,78724,Residential,19275700
201604,78725,Irrigation - Residential,0
201604,78725,Multi-Family,142000
201604,78725,Residential,2620000
201604,78726,Irrigation - Multi-Family,2916100
201604,78726,Irrigation - Residential,19600
201604,78726,Multi-Family,13339700
201604,78726,Residential,14249300
201604,78727,Irrigation - Multi-Family,2686100
201604,78727,Irrigation - Residential,12100
201604,78727,Multi-Family,22892300
201604,78727,Residential,33457800
201604,78728,Irrigation - Multi-Family,854900
201604,78728,Irrigation - Residential,2300
201604,78728,Multi-Family,6852000
201604,78728,Residential,4588500
201604,78729,Irrigation - Multi-Family,1122300
201604,78729,Irrigation - Residential,5000
201604,78729,Multi-Family,20690000
201604,78729,Residential,18954800
201604,78730,Irrigation - Multi-Family,977300
201604,78730,Irrigation - Residential,66300
201604,78730,Multi-Family,5608200
201604,78730,Residential,17820100
201604,78731,Irrigation - Multi-Family,495800
201604,78731,Irrigation - Residential,404400
201604,78731,Multi-Family,17087300
201604,78731,Residential,52563200
201604,78733,Residential,43200
201604,78735,Irrigation - Multi-Family,1159400
201604,78735,Multi-Family,8735300
201604,78735,Residential,17809100
201604,78736,Irrigation - Multi-Family,577100
201604,78736,Irrigation - Residential,19100
201604,78736,Multi-Family,3111200
201604,78736,Residential,11402800
201604,78737,Irrigation - Residential,6700
201604,78737,Residential,7000900
201604,78738,Residential,1500
201604,78739,Irrigation - Multi-Family,100
201604,78739,Residential,35616300
201604,78741,Irrigation - Multi-Family,2323700
201604,78741,Irrigation - Residential,17900
201604,78741,Multi-Family,73709800
201604,78741,Residential,17153000
201604,78742,Irrigation - Multi-Family,125100
201604,78742,Multi-Family,280800
201604,78742,Residential,712300
201604,78744,Irrigation - Multi-Family,2259200
201604,78744,Irrigation - Residential,35700
201604,78744,Multi-Family,28210000
201604,78744,Residential,45244100
201604,78745,Irrigation - Multi-Family,2054600
201604,78745,Irrigation - Residential,29000
201604,78745,Multi-Family,32248800
201604,78745,Residential,65064400
201604,78746,Irrigation - Multi-Family,508200
201604,78746,Irrigation - Residential,302700
201604,78746,Multi-Family,12745800
201604,78746,Residential,35009100
201604,78747,Irrigation - Multi-Family,377900
201604,78747,Irrigation - Residential,9000
201604,78747,Multi-Family,7077400
201604,78747,Residential,22752900
201604,78748,Irrigation - Multi-Family,4718100
201604,78748,Irrigation - Residential,18100
201604,78748,Multi-Family,21069500
201604,78748,Residential,60827300
201604,78749,Irrigation - Multi-Family,2293700
201604,78749,Irrigation - Residential,30500
201604,78749,Multi-Family,14597100
201604,78749,Residential,52896600
201604,78750,Irrigation - Multi-Family,1442700
201604,78750,Irrigation - Residential,10500
201604,78750,Multi-Family,14480200
201604,78750,Residential,42097400
201604,78751,Irrigation - Multi-Family,631900
201604,78751,Irrigation - Residential,46700
201604,78751,Multi-Family,12969600
201604,78751,Residential,14582400
201604,78752,Irrigation - Multi-Family,134000
201604,78752,Multi-Family,18315800
201604,78752,Residential,11860500
201604,78753,Irrigation - Multi-Family,2753200
201604,78753,Irrigation - Residential,3700
201604,78753,Multi-Family,58479100
201604,78753,Residential,36738900
201604,78754,Irrigation - Multi-Family,2082000
201604,78754,Irrigation - Residential,14300
201604,78754,Multi-Family,16487400
201604,78754,Residential,20032900
201604,78756,Irrigation - Multi-Family,59200
201604,78756,Irrigation - Residential,24900
201604,78756,Multi-Family,5253200
201604,78756,Residential,10464000
201604,78757,Irrigation - Multi-Family,449100
201604,78757,Irrigation - Residential,34400
201604,78757,Multi-Family,13208300
201604,78757,Residential,29569600
201604,78758,Irrigation - Multi-Family,3237300
201604,78758,Irrigation - Residential,17300
201604,78758,Multi-Family,46638500
201604,78758,Residential,36073700
201604,78759,Irrigation - Multi-Family,822000
201604,78759,Irrigation - Residential,63600
201604,78759,Multi-Family,36290100
201604,78759,Residential,52033200
201605,78613,Irrigation - Multi-Family,874900
201605,78613,Multi-Family,1917100
201605,78617,Irrigation - Residential,5400
201605,78617,Multi-Family,4073000
201605,78617,Residential,17299600
201605,78652,Irrigation - Residential,72500
201605,78652,Multi-Family,25400
201605,78652,Residential,2021900
201605,78653,Multi-Family,66600
201605,78653,Residential,1204200
201605,78660,Irrigation - Multi-Family,1145600
201605,78660,Irrigation - Residential,32500
201605,78660,Multi-Family,1056200
201605,78660,Residential,6800300
201605,78701,Irrigation - Multi-Family,681500
201605,78701,Irrigation - Residential,17200
201605,78701,Multi-Family,14912400
201605,78701,Residential,798700
201605,78702,Irrigation - Multi-Family,709800
201605,78702,Irrigation - Residential,18900
201605,78702,Multi-Family,11068100
201605,78702,Residential,22544400
201605,78703,Irrigation - Multi-Family,322400
201605,78703,Irrigation - Residential,505000
201605,78703,Multi-Family,11781400
201605,78703,Residential,38501500
201605,78704,Irrigation - Multi-Family,2472800
201605,78704,Irrigation - Residential,177800
201605,78704,Multi-Family,49990200
201605,78704,Residential,36976600
201605,78705,Irrigation - Multi-Family,769600
201605,78705,Irrigation - Residential,54700
201605,78705,Multi-Family,39004300
201605,78705,Residential,8049300
201605,78717,Irrigation - Multi-Family,4581000
201605,78717,Irrigation - Residential,25100
201605,78717,Multi-Family,12608000
201605,78717,Residential,27438300
201605,78719,Multi-Family,348100
201605,78719,Residential,1646600
201605,78721,Irrigation - Multi-Family,82000
201605,78721,Irrigation - Residential,3700
201605,78721,Multi-Family,4296700
201605,78721,Residential,11933000
201605,78722,Irrigation - Multi-Family,69000
201605,78722,Irrigation - Residential,0
201605,78722,Multi-Family,2530900
201605,78722,Residential,6902500
201605,78723,Irrigation - Multi-Family,175600
201605,78723,Irrigation - Residential,5400
201605,78723,Multi-Family,22456700
201605,78723,Residential,28796300
201605,78724,Irrigation - Multi-Family,11000
201605,78724,Irrigation - Residential,21300
201605,78724,Multi-Family,11850400
201605,78724,Residential,17970500
201605,78725,Irrigation - Residential,0
201605,78725,Multi-Family,131800
201605,78725,Residential,2324400
201605,78726,Irrigation - Multi-Family,2836800
201605,78726,Irrigation - Residential,9300
201605,78726,Multi-Family,12826200
201605,78726,Residential,13576100
201605,78727,Irrigation - Multi-Family,3437500
201605,78727,Irrigation - Residential,6500
201605,78727,Multi-Family,18895400
201605,78727,Residential,30114500
201605,78728,Irrigation - Multi-Family,1147000
201605,78728,Irrigation - Residential,3000
201605,78728,Multi-Family,6945800
201605,78728,Residential,4603000
201605,78729,Irrigation - Multi-Family,1993600
201605,78729,Irrigation - Residential,2800
201605,78729,Multi-Family,21561300
201605,78729,Residential,18784700
201605,78730,Irrigation - Multi-Family,1006900
201605,78730,Irrigation - Residential,74800
201605,78730,Multi-Family,5606400
201605,78730,Residential,17675200
201605,78731,Irrigation - Multi-Family,707700
201605,78731,Irrigation - Residential,218200
201605,78731,Multi-Family,16058900
201605,78731,Residential,44881700
201605,78733,Residential,34900
201605,78735,Irrigation - Multi-Family,2160600
201605,78735,Multi-Family,8671400
201605,78735,Residential,14574000
201605,78736,Irrigation - Multi-Family,428900
201605,78736,Irrigation - Residential,17700
201605,78736,Multi-Family,2825900
201605,78736,Residential,9806500
201605,78737,Irrigation - Residential,7200
201605,78737,Residential,6217100
201605,78738,Residential,1600
201605,78739,Irrigation - Multi-Family,3600
201605,78739,Residential,33959000
201605,78741,Irrigation - Multi-Family,2236200
201605,78741,Irrigation - Residential,10200
201605,78741,Multi-Family,72865200
201605,78741,Residential,15890500
201605,78742,Irrigation - Multi-Family,97400
201605,78742,Multi-Family,235900
