Year Month,Postal Code,Customer Class,Total Gallons
201402,78752,Residential,11235500
201402,78753,Irrigation - Multi-Family,991200
201402,78753,Irrigation - Residential,1200
201402,78753,Multi-Family,49385000
201402,78753,Residential,33531600
201402,78754,Irrigation - Multi-Family,469600
201402,78754,Irrigation - Residential,28500
201402,78754,Multi-Family,12383900
201402,78754,Residential,17030600
201402,78756,Irrigation - Multi-Family,22600
201402,78756,Irrigation - Residential,46900
201402,78756,Multi-Family,5234300
201402,78756,Residential,9291200
201402,78757,Irrigation - Multi-Family,156900
201402,78757,Irrigation - Residential,40300
201402,78757,Multi-Family,13824900
201402,78757,Residential,26379100
201402,78758,Irrigation - Multi-Family,897000
201402,78758,Irrigation - Residential,7800
201402,78758,Multi-Family,40038600
201402,78758,Residential,34578700
201402,78759,Irrigation - Multi-Family,282500
201402,78759,Irrigation - Residential,59900
201402,78759,Multi-Family,31740100
201402,78759,Residential,45122800
201403,78613,Irrigation - Multi-Family,565300
201403,78613,Multi-Family,272800
201403,78617,Irrigation - Residential,3300
201403,78617,Multi-Family,3289600
201403,78617,Residential,17803500
201403,78652,Irrigation - Residential,43400
201403,78652,Multi-Family,16500
201403,78652,Residential,603600
201403,78653,Multi-Family,75600
201403,78653,Residential,867000
201403,78660,Irrigation - Multi-Family,532300
201403,78660,Irrigation - Residential,9000
201403,78660,Multi-Family,232600
201403,78660,Residential,6562500
201403,78701,Irrigation - Multi-Family,372500
201403,78701,Multi-Family,13294800
201403,78701,Residential,923400
201403,78702,Irrigation - Multi-Family,416000
201403,78702,Irrigation - Residential,12000
201403,78702,Multi-Family,9849500
201403,78702,Residential,23450100
201403,78703,Irrigation - Multi-Family,292800
201403,78703,Irrigation - Residential,625100
201403,78703,Multi-Family,10788300
201403,78703,Residential,38264700
201403,78704,Irrigation - Multi-Family,683600
201403,78704,Irrigation - Residential,73800
201403,78704,Multi-Family,44689100
201403,78704,Residential,38755600
201403,78705,Irrigation - Multi-Family,286600
201403,78705,Irrigation - Residential,56900
201403,78705,Multi-Family,35761200
201403,78705,Residential,8498700
201403,78712,Residential,0
201403,78717,Irrigation - Multi-Family,1036900
201403,78717,Irrigation - Residential,3200
201403,78717,Multi-Family,8807200
201403,78717,Residential,22495000
201403,78719,Multi-Family,394600
201403,78719,Residential,1360800
201403,78721,Irrigation - Multi-Family,2800
201403,78721,Irrigation - Residential,600
201403,78721,Multi-Family,3496600
201403,78721,Residential,12854100
201403,78722,Irrigation - Multi-Family,0
201403,78722,Multi-Family,1988800
201403,78722,Residential,7343400
201403,78723,Irrigation - Multi-Family,31500
201403,78723,Multi-Family,20150400
201403,78723,Residential,28700200
201403,78724,Irrigation - Multi-Family,243300
201403,78724,Irrigation - Residential,10800
201403,78724,Multi-Family,12184500
201403,78724,Residential,17544400
201403,78725,Multi-Family,177200
201403,78725,Residential,1935600
201403,78726,Irrigation - Multi-Family,1568200
201403,78726,Irrigation - Residential,1000
201403,78726,Multi-Family,10983100
201403,78726,Residential,11632900
201403,78727,Irrigation - Multi-Family,1392000
201403,78727,Irrigation - Residential,2200
201403,78727,Multi-Family,16158500
201403,78727,Residential,29137100
201403,78728,Irrigation - Multi-Family,1422000
201403,78728,Multi-Family,5474000
201403,78728,Residential,3631000
201403,78729,Irrigation - Multi-Family,593000
201403,78729,Irrigation - Residential,7600
201403,78729,Multi-Family,18120600
201403,78729,Residential,17384900
201403,78730,Irrigation - Multi-Family,261500
201403,78730,Irrigation - Residential,46100
201403,78730,Multi-Family,4173500
201403,78730,Residential,8600000
201403,78731,Irrigation - Multi-Family,380200
201403,78731,Irrigation - Residential,304200
201403,78731,Multi-Family,14852600
201403,78731,Residential,44038500
201403,78733,Residential,15900
201403,78735,Irrigation - Multi-Family,411900
201403,78735,Multi-Family,7715000
201403,78735,Residential,14543500
201403,78736,Irrigation - Multi-Family,373600
201403,78736,Irrigation - Residential,9700
201403,78736,Multi-Family,2571500
201403,78736,Residential,9580000
201403,78737,Irrigation - Residential,19300
201403,78737,Residential,5332400
201403,78738,Residential,6600
201403,78739,Irrigation - Residential,5600
201403,78739,Residential,28229300
201403,78741,Irrigation - Multi-Family,566700
201403,78741,Irrigation - Residential,3300
201403,78741,Multi-Family,74731700
201403,78741,Residential,16181700
201403,78742,Multi-Family,284600
201403,78742,Residential,738400
201403,78744,Irrigation - Multi-Family,678100
201403,78744,Irrigation - Residential,900
201403,78744,Multi-Family,22935300
201403,78744,Residential,42917300
201403,78745,Irrigation - Multi-Family,1322900
201403,78745,Irrigation - Residential,25700
201403,78745,Multi-Family,28567400
201403,78745,Residential,63251900
201403,78746,Irrigation - Multi-Family,180100
201403,78746,Irrigation - Residential,238900
201403,78746,Multi-Family,11401100
201403,78746,Residential,21766500
201403,78747,Irrigation - Multi-Family,230300
201403,78747,Irrigation - Residential,2900
201403,78747,Multi-Family,6390900
201403,78747,Residential,18813700
201403,78748,Irrigation - Multi-Family,2665400
201403,78748,Irrigation - Residential,15700
201403,78748,Multi-Family,16350800
201403,78748,Residential,55605600
201403,78749,Irrigation - Multi-Family,1360800
201403,78749,Irrigation - Residential,3100
201403,78749,Multi-Family,13793500
201403,78749,Residential,46202700
201403,78750,Irrigation - Multi-Family,338300
201403,78750,Irrigation - Residential,13100
201403,78750,Multi-Family,12702100
201403,78750,Residential,38233800
201403,78751,Irrigation - Multi-Family,429900
201403,78751,Irrigation - Residential,36400
201403,78751,Multi-Family,11233900
201403,78751,Residential,14014800
201403,78752,Irrigation - Multi-Family,27100
201403,78752,Multi-Family,19186600
201403,78752,Residential,10982000
201403,78753,Irrigation - Multi-Family,2441900
201403,78753,Irrigation - Residential,3100
201403,78753,Multi-Family,49783200
201403,78753,Residential,34869600
201403,78754,Irrigation - Multi-Family,1368700
201403,78754,Irrigation - Residential,11300
201403,78754,Multi-Family,12620500
201403,78754,Residential,17813700
201403,78756,Irrigation - Multi-Family,19200
201403,78756,Irrigation - Residential,49000
201403,78756,Multi-Family,5276000
201403,78756,Residential,9124100
201403,78757,Irrigation - Multi-Family,95100
201403,78757,Irrigation - Residential,51600
201403,78757,Multi-Family,13539300
201403,78757,Residential,26476200
201403,78758,Irrigation - Multi-Family,1021600
201403,78758,Irrigation - Residential,25800
201403,78758,Multi-Family,40821300
201403,78758,Residential,34486600
201403,78759,Irrigation - Multi-Family,494800
201403,78759,Irrigation - Residential,55600
201403,78759,Multi-Family,32523800
201403,78759,Residential,45813800
201404,78613,Irrigation - Multi-Family,1040400
201404,78613,Multi-Family,313100
201404,78617,Irrigation - Residential,4200
201404,78617,Multi-Family,3785200
201404,78617,Residential,18317900
201404,78652,Irrigation - Residential,34800
201404,78652,Multi-Family,24700
201404,78652,Residential,661300
201404,78653,Multi-Family,146100
201404,78653,Residential,1052000
201404,78660,Irrigation - Multi-Family,559400
201404,78660,Irrigation - Residential,11400
201404,78660,Multi-Family,329000
201404,78660,Residential,7568100
201404,78701,Irrigation - Multi-Family,506200
201404,78701,Multi-Family,14421900
201404,78701,Residential,1081100
201404,78702,Irrigation - Multi-Family,663500
201404,78702,Irrigation - Residential,19600
201404,78702,Multi-Family,10231400
201404,78702,Residential,25621800
201404,78703,Irrigation - Multi-Family,477300
201404,78703,Irrigation - Residential,938900
201404,78703,Multi-Family,11424000
201404,78703,Residential,47376700
201404,78704,Irrigation - Multi-Family,1281000
201404,78704,Irrigation - Residential,140200
201404,78704,Multi-Family,47652600
201404,78704,Residential,44749900
201404,78705,Irrigation - Multi-Family,363100
201404,78705,Irrigation - Residential,82200
201404,78705,Multi-Family,34218300
201404,78705,Residential,9319400
201404,78712,Residential,0
201404,78717,Irrigation - Multi-Family,3050300
201404,78717,Irrigation - Residential,4700
201404,78717,Multi-Family,8781800
201404,78717,Residential,31058500
201404,78719,Multi-Family,443900
201404,78719,Residential,1474800
201404,78721,Irrigation - Multi-Family,100
201404,78721,Irrigation - Residential,9900
201404,78721,Multi-Family,4484200
201404,78721,Residential,14157400
201404,78722,Irrigation - Multi-Family,0
201404,78722,Multi-Family,2015700
201404,78722,Residential,8224300
201404,78723,Irrigation - Multi-Family,94500
201404,78723,Multi-Family,21686500
201404,78723,Residential,32265000
201404,78724,Irrigation - Multi-Family,276900
201404,78724,Irrigation - Residential,23400
201404,78724,Multi-Family,12360200
201404,78724,Residential,19429900
201404,78725,Multi-Family,146000
201404,78725,Residential,2417200
201404,78726,Irrigation - Multi-Family,2584300
201404,78726,Irrigation - Residential,1100
201404,78726,Multi-Family,10571100
201404,78726,Residential,16038300
201404,78727,Irrigation - Multi-Family,2744100
201404,78727,Irrigation - Residential,10400
201404,78727,Multi-Family,17341000
201404,78727,Residential,35839600
201404,78728,Irrigation - Multi-Family,1968700
201404,78728,Multi-Family,5627600
201404,78728,Residential,4260600
201404,78729,Irrigation - Multi-Family,1124100
201404,78729,Irrigation - Residential,9900
201404,78729,Multi-Family,18811900
201404,78729,Residential,20035900
201404,78730,Irrigation - Multi-Family,660700
201404,78730,Irrigation - Residential,64900
201404,78730,Multi-Family,3910700
201404,78730,Residential,11169000
201404,78731,Irrigation - Multi-Family,702800
201404,78731,Irrigation - Residential,353600
201404,78731,Multi-Family,16548000
201404,78731,Residential,58809800
201404,78733,Residential,29200
201404,78735,Irrigation - Multi-Family,1432800
201404,78735,Multi-Family,8900800
201404,78735,Residential,20447200
201404,78736,Irrigation - Multi-Family,368300
201404,78736,Irrigation - Residential,6600
201404,78736,Multi-Family,2712400
201404,78736,Residential,12298300
201404,78737,Irrigation - Residential,13500
201404,78737,Residential,7100400
201404,78738,Residential,6500
201404,78739,Residential,35571300
201404,78741,Irrigation - Multi-Family,957300
201404,78741,Irrigation - Residential,6000
201404,78741,Multi-Family,81903600
201404,78741,Residential,17782200
201404,78742,Multi-Family,298000
201404,78742,Residential,654900
201404,78744,Irrigation - Multi-Family,1032600
201404,78744,Irrigation - Residential,2500
201404,78744,Multi-Family,23193400
201404,78744,Residential,46021100
201404,78745,Irrigation - Multi-Family,1676100
201404,78745,Irrigation - Residential,33700
201404,78745,Multi-Family,31733700
201404,78745,Residential,70945700
201404,78746,Irrigation - Multi-Family,252000
201404,78746,Irrigation - Residential,386000
201404,78746,Multi-Family,12835100
201404,78746,Residential,30154500
201404,78747,Irrigation - Multi-Family,289500
201404,78747,Irrigation - Residential,0
201404,78747,Multi-Family,7016100
201404,78747,Residential,23163600
201404,78748,Irrigation - Multi-Family,5535900
201404,78748,Irrigation - Residential,20500
201404,78748,Multi-Family,17059800
201404,78748,Residential,65568600
201404,78749,Irrigation - Multi-Family,3328100
201404,78749,Irrigation - Residential,2600
201404,78749,Multi-Family,14740000
201404,78749,Residential,57656500
201404,78750,Irrigation - Multi-Family,1055800
201404,78750,Irrigation - Residential,20400
201404,78750,Multi-Family,14065100
201404,78750,Residential,49576800
201404,78751,Irrigation - Multi-Family,478200
201404,78751,Irrigation - Residential,68900
201404,78751,Multi-Family,12229500
201404,78751,Residential,15421600
201404,78752,Irrigation - Multi-Family,67800
201404,78752,Multi-Family,18306400
201404,78752,Residential,11979700
201404,78753,Irrigation - Multi-Family,3864100
201404,78753,Irrigation - Residential,1800
201404,78753,Multi-Family,52904100
201404,78753,Residential,39988800
201404,78754,Irrigation - Multi-Family,1721100
201404,78754,Irrigation - Residential,14800
201404,78754,Multi-Family,14131900
201404,78754,Residential,20719400
201404,78756,Irrigation - Multi-Family,35300
201404,78756,Irrigation - Residential,57700
201404,78756,Multi-Family,5971400
201404,78756,Residential,11213100
201404,78757,Irrigation - Multi-Family,213100
201404,78757,Irrigation - Residential,45400
201404,78757,Multi-Family,14101900
201404,78757,Residential,32416600
201404,78758,Irrigation - Multi-Family,1660700
201404,78758,Irrigation - Residential,14100
201404,78758,Multi-Family,43489200
201404,78758,Residential,39149300
201404,78759,Irrigation - Multi-Family,1216500
201404,78759,Irrigation - Residential,50900
201404,78759,Multi-Family,34774100
201404,78759,Residential,59152900
201405,78613,Irrigation - Multi-Family,647900
201405,78613,Multi-Family,415600
201405,78617,Irrigation - Residential,3800
201405,78617,Multi-Family,3852800
201405,78617,Residential,18485800
201405,78652,Irrigation - Residential,20800
201405,78652,Multi-Family,15700
201405,78652,Residential,728100
201405,78653,Multi-Family,170800
201405,78653,Residential,1230900
201405,78660,Irrigation - Multi-Family,811000
201405,78660,Irrigation - Residential,12200
201405,78660,Multi-Family,320400
201405,78660,Residential,8412600
201405,78701,Irrigation - Multi-Family,557900
201405,78701,Multi-Family,14526800
201405,78701,Residential,1124900
201405,78702,Irrigation - Multi-Family,916900
201405,78702,Irrigation - Residential,18900
201405,78702,Multi-Family,10243600
201405,78702,Residential,26434300
201405,78703,Irrigation - Multi-Family,613900
201405,78703,Irrigation - Residential,1356900
201405,78703,Multi-Family,12220900
201405,78703,Residential,56432200
201405,78704,Irrigation - Multi-Family,1875400
201405,78704,Irrigation - Residential,185500
201405,78704,Multi-Family,45991700
201405,78704,Residential,48867200
201405,78705,Irrigation - Multi-Family,414400
201405,78705,Irrigation - Residential,100200
201405,78705,Multi-Family,35212600
201405,78705,Residential,10522600
201405,78712,Residential,0
201405,78717,Irrigation - Multi-Family,3898600
201405,78717,Irrigation - Residential,22700
201405,78717,Multi-Family,9072500
201405,78717,Residential,38973400
201405,78719,Multi-Family,462000
201405,78719,Residential,1614300
201405,78721,Irrigation - Multi-Family,1000
201405,78721,Irrigation - Residential,8300
201405,78721,Multi-Family,4752100
201405,78721,Residential,14501900
201405,78722,Irrigation - Multi-Family,0
201405,78722,Multi-Family,2195700
201405,78722,Residential,9799500
201405,78723,Irrigation - Multi-Family,67700
201405,78723,Multi-Family,21948200
201405,78723,Residential,36009600
201405,78724,Irrigation - Multi-Family,336100
201405,78724,Irrigation - Residential,51500
201405,78724,Multi-Family,13171000
201405,78724,Residential,20562100
201405,78725,Multi-Family,152800
201405,78725,Residential,2598000
201405,78726,Irrigation - Multi-Family,3706700
201405,78726,Irrigation - Residential,81100
201405,78726,Multi-Family,11386700
201405,78726,Residential,20767400
201405,78727,Irrigation - Multi-Family,3807700
201405,78727,Irrigation - Residential,19400
201405,78727,Multi-Family,16972000
201405,78727,Residential,42619700
201405,78728,Irrigation - Multi-Family,2101800
201405,78728,Multi-Family,5505100
201405,78728,Residential,5051200
201405,78729,Irrigation - Multi-Family,2798500
201405,78729,Irrigation - Residential,14800
201405,78729,Multi-Family,20401300
201405,78729,Residential,24754500
201405,78730,Irrigation - Multi-Family,753200
201405,78730,Irrigation - Residential,142800
201405,78730,Multi-Family,4169800
201405,78730,Residential,16191000
201405,78731,Irrigation - Multi-Family,1116100
201405,78731,Irrigation - Residential,541400
201405,78731,Multi-Family,15742200
201405,78731,Residential,73900200
201405,78733,Residential,37300
201405,78735,Irrigation - Multi-Family,2059700
201405,78735,Multi-Family,10141000
201405,78735,Residential,25703100
201405,78736,Irrigation - Multi-Family,428200
201405,78736,Irrigation - Residential,11600
201405,78736,Multi-Family,2632300
201405,78736,Residential,15035900
201405,78737,Irrigation - Residential,16000
201405,78737,Residential,10297000
201405,78738,Residential,7800
201405,78739,Residential,48594400
201405,78741,Irrigation - Multi-Family,1608700
201405,78741,Irrigation - Residential,26700
201405,78741,Multi-Family,74823800
201405,78741,Residential,18072600
201405,78742,Multi-Family,275700
201405,78742,Residential,678300
201405,78744,Irrigation - Multi-Family,1129900
201405,78744,Irrigation - Residential,2300
201405,78744,Multi-Family,24187900
201405,78744,Residential,48502100
201405,78745,Irrigation - Multi-Family,2501000
201405,78745,Irrigation - Residential,56600
201405,78745,Multi-Family,32171000
201405,78745,Residential,77131700
201405,78746,Irrigation - Multi-Family,509400
201405,78746,Irrigation - Residential,472400
201405,78746,Multi-Family,13260100
201405,78746,Residential,39423500
201405,78747,Irrigation - Multi-Family,711400
201405,78747,Irrigation - Residential,0
201405,78747,Multi-Family,7263500
201405,78747,Residential,26299200
201405,78748,Irrigation - Multi-Family,6315300
201405,78748,Irrigation - Residential,14900
201405,78748,Multi-Family,17651500
201405,78748,Residential,74924700
201405,78749,Irrigation - Multi-Family,5316700
201405,78749,Irrigation - Residential,9900
201405,78749,Multi-Family,15233000
201405,78749,Residential,70918300
201405,78750,Irrigation - Multi-Family,1605700
201405,78750,Irrigation - Residential,46300
201405,78750,Multi-Family,14553700
201405,78750,Residential,63553900
201405,78751,Irrigation - Multi-Family,727000
201405,78751,Irrigation - Residential,80500
201405,78751,Multi-Family,12563800
201405,78751,Residential,17066700
201405,78752,Irrigation - Multi-Family,113100
201405,78752,Multi-Family,18835900
201405,78752,Residential,12897500
201405,78753,Irrigation - Multi-Family,4267400
201405,78753,Irrigation - Residential,2100
201405,78753,Multi-Family,53528700
201405,78753,Residential,43394000
201405,78754,Irrigation - Multi-Family,2482000
201405,78754,Irrigation - Residential,17100
201405,78754,Multi-Family,14795900
201405,78754,Residential,23129100
201405,78756,Irrigation - Multi-Family,68400
201405,78756,Irrigation - Residential,83200
201405,78756,Multi-Family,5319500
201405,78756,Residential,12758700
201405,78757,Irrigation - Multi-Family,290500
201405,78757,Irrigation - Residential,42700
201405,78757,Multi-Family,13856000
201405,78757,Residential,37168300
201405,78758,Irrigation - Multi-Family,2279400
201405,78758,Irrigation - Residential,18500
201405,78758,Multi-Family,42635200
201405,78758,Residential,43371900
201405,78759,Irrigation - Multi-Family,1533700
201405,78759,Irrigation - Residential,107900
201405,78759,Multi-Family,35776400
201405,78759,Residential,76655200
201406,78613,Irrigation - Multi-Family,892000
201406,78613,Multi-Family,710600
201406,78617,Irrigation - Residential,2900
201406,78617,Multi-Family,3815200
201406,78617,Residential,19864900
201406,78652,Irrigation - Residential,38200
201406,78652,Multi-Family,23400
201406,78652,Residential,704400
201406,78653,Multi-Family,173700
201406,78653,Residential,1083900
201406,78660,Irrigation - Multi-Family,1155100
201406,78660,Irrigation - Residential,11000
201406,78660,Multi-Family,595700
201406,78660,Residential,8227700
201406,78701,Irrigation - Multi-Family,715100
201406,78701,Multi-Family,15147500
201406,78701,Residential,1016300
201406,78702,Irrigation - Multi-Family,919800
201406,78702,Irrigation - Residential,44200
201406,78702,Multi-Family,11231400
201406,78702,Residential,26904400
201406,78703,Irrigation - Multi-Family,433200
201406,78703,Irrigation - Residential,1148700
201406,78703,Multi-Family,11502800
201406,78703,Residential,54755100
201406,78704,Irrigation - Multi-Family,2696700
201406,78704,Irrigation - Residential,192300
201406,78704,Multi-Family,47211800
201406,78704,Residential,46930500
201406,78705,Irrigation - Multi-Family,554500
201406,78705,Irrigation - Residential,68100
201406,78705,Multi-Family,29774500
201406,78705,Residential,9994100
201406,78712,Residential,0
201406,78717,Irrigation - Multi-Family,5882700
201406,78717,Irrigation - Residential,10100
201406,78717,Multi-Family,10029800
201406,78717,Residential,36451700
201406,78719,Multi-Family,463600
201406,78719,Residential,1719200
201406,78721,Irrigation - Multi-Family,21600
201406,78721,Irrigation - Residential,1800
201406,78721,Multi-Family,4916200
201406,78721,Residential,14970400
201406,78722,Irrigation - Multi-Family,0
201406,78722,Multi-Family,2190800
201406,78722,Residential,8740100
201406,78723,Irrigation - Multi-Family,68800
201406,78723,Multi-Family,23013200
201406,78723,Residential,35881900
201406,78724,Irrigation - Multi-Family,378400
201406,78724,Irrigation - Residential,27300
201406,78724,Multi-Family,13998600
201406,78724,Residential,20690100
201406,78725,Multi-Family,180600
201406,78725,Residential,2546200
201406,78726,Irrigation - Multi-Family,5100400
201406,78726,Irrigation - Residential,20000
201406,78726,Multi-Family,12699300
201406,78726,Residential,21435300
201406,78727,Irrigation - Multi-Family,3549600
201406,78727,Irrigation - Residential,21000
201406,78727,Multi-Family,17447200
201406,78727,Residential,43164000
201406,78728,Irrigation - Multi-Family,2584600
201406,78728,Multi-Family,5941000
201406,78728,Residential,4909600
201406,78729,Irrigation - Multi-Family,3870700
201406,78729,Irrigation - Residential,18100
201406,78729,Multi-Family,20274100
201406,78729,Residential,25285100
201406,78730,Irrigation - Multi-Family,1436500
201406,78730,Irrigation - Residential,142700
201406,78730,Multi-Family,4654700
201406,78730,Residential,16487700
201406,78731,Irrigation - Multi-Family,931300
201406,78731,Irrigation - Residential,554900
201406,78731,Multi-Family,16591900
201406,78731,Residential,70964900
201406,78733,Residential,32100
201406,78735,Irrigation - Multi-Family,2324900
201406,78735,Multi-Family,8887700
201406,78735,Residential,24407500
201406,78736,Irrigation - Multi-Family,562700
201406,78736,Irrigation - Residential,23300
201406,78736,Multi-Family,2742200
201406,78736,Residential,13586500
201406,78737,Irrigation - Residential,14000
201406,78737,Residential,9042400
201406,78738,Residential,6800
201406,78739,Residential,52869800
201406,78741,Irrigation - Multi-Family,1562600
201406,78741,Irrigation - Residential,21100
201406,78741,Multi-Family,82518600
201406,78741,Residential,18529100
201406,78742,Multi-Family,294400
201406,78742,Residential,731200
201406,78744,Irrigation - Multi-Family,1383800
201406,78744,Irrigation - Residential,3000
201406,78744,Multi-Family,23767600
201406,78744,Residential,49338700
201406,78745,Irrigation - Multi-Family,3508400
201406,78745,Irrigation - Residential,87900
201406,78745,Multi-Family,33491300
201406,78745,Residential,75698100
201406,78746,Irrigation - Multi-Family,549500
201406,78746,Irrigation - Residential,444400
201406,78746,Multi-Family,14180700
201406,78746,Residential,36933600
201406,78747,Irrigation - Multi-Family,696800
201406,78747,Irrigation - Residential,0
201406,78747,Multi-Family,7743400
201406,78747,Residential,24702100
201406,78748,Irrigation - Multi-Family,6342700
201406,78748,Irrigation - Residential,14800
201406,78748,Multi-Family,19113700
201406,78748,Residential,72777500
201406,78749,Irrigation - Multi-Family,5263800
201406,78749,Irrigation - Residential,22700
201406,78749,Multi-Family,15618900
201406,78749,Residential,68883000
201406,78750,Irrigation - Multi-Family,2209600
201406,78750,Irrigation - Residential,34500
201406,78750,Multi-Family,14501700
201406,78750,Residential,62081500
201406,78751,Irrigation - Multi-Family,993200
201406,78751,Irrigation - Residential,76300
201406,78751,Multi-Family,11447200
201406,78751,Residential,15989100
201406,78752,Irrigation - Multi-Family,159400
201406,78752,Multi-Family,19851100
201406,78752,Residential,12607300
201406,78753,Irrigation - Multi-Family,3862500
201406,78753,Irrigation - Residential,4000
201406,78753,Multi-Family,57331700
201406,78753,Residential,43844200
201406,78754,Irrigation - Multi-Family,2271500
201406,78754,Irrigation - Residential,19100
201406,78754,Multi-Family,16471600
201406,78754,Residential,23502500
201406,78756,Irrigation - Multi-Family,76400
201406,78756,Irrigation - Residential,60900
201406,78756,Multi-Family,5340900
201406,78756,Residential,11946200
201406,78757,Irrigation - Multi-Family,344500
201406,78757,Irrigation - Residential,47400
201406,78757,Multi-Family,15273700
201406,78757,Residential,36234200
201406,78758,Irrigation - Multi-Family,3338000
201406,78758,Irrigation - Residential,29200
201406,78758,Multi-Family,46822600
201406,78758,Residential,43724500
201406,78759,Irrigation - Multi-Family,1513500
201406,78759,Irrigation - Residential,117000
201406,78759,Multi-Family,38012700
201406,78759,Residential,77360500
201407,78613,Irrigation - Multi-Family,1229300
201407,78613,Multi-Family,842200
201407,78617,Irrigation - Residential,4100
201407,78617,Multi-Family,4050100
201407,78617,Residential,21533200
201407,78652,Irrigation - Residential,53000
201407,78652,Multi-Family,18600
201407,78652,Residential,781000
201407,78653,Multi-Family,247800
201407,78653,Residential,1203200
201407,78660,Irrigation - Multi-Family,658900
201407,78660,Irrigation - Residential,8600
201407,78660,Multi-Family,625600
201407,78660,Residential,9505700
201407,78701,Irrigation - Multi-Family,888500
201407,78701,Multi-Family,14513900
201407,78701,Residential,1108500
201407,78702,Irrigation - Multi-Family,1065400
201407,78702,Irrigation - Residential,20900
201407,78702,Multi-Family,11540100
201407,78702,Residential,26922400
201407,78703,Irrigation - Multi-Family,565700
201407,78703,Irrigation - Residential,1218200
201407,78703,Multi-Family,12014100
201407,78703,Residential,56406300
201407,78704,Irrigation - Multi-Family,2656300
201407,78704,Irrigation - Residential,229400
201407,78704,Multi-Family,47030600
201407,78704,Residential,49379300
201407,78705,Irrigation - Multi-Family,796200
201407,78705,Irrigation - Residential,90300
201407,78705,Multi-Family,29974300
201407,78705,Residential,10383700
201407,78712,Residential,0
201407,78717,Irrigation - Multi-Family,5311900
201407,78717,Irrigation - Residential,24700
201407,78717,Multi-Family,9064800
201407,78717,Residential,42463300
201407,78719,Multi-Family,495500
201407,78719,Residential,1677600
201407,78721,Irrigation - Multi-Family,23900
201407,78721,Irrigation - Residential,2200
201407,78721,Multi-Family,4657700
201407,78721,Residential,15397800
201407,78722,Irrigation - Multi-Family,0
201407,78722,Multi-Family,2047800
201407,78722,Residential,9957000
201407,78723,Irrigation - Multi-Family,224100
201407,78723,Multi-Family,21770500
201407,78723,Residential,38082200
201407,78724,Irrigation - Multi-Family,203100
201407,78724,Irrigation - Residential,45800
201407,78724,Multi-Family,14174800
201407,78724,Residential,22908400
201407,78725,Multi-Family,172800
201407,78725,Residential,3014400
201407,78726,Irrigation - Multi-Family,5855600
201407,78726,Irrigation - Residential,24700
201407,78726,Multi-Family,11598700
201407,78726,Residential,23352300
201407,78727,Irrigation - Multi-Family,4484800
201407,78727,Irrigation - Residential,18800
201407,78727,Multi-Family,18762000
201407,78727,Residential,47430900
201407,78728,Irrigation - Multi-Family,2836000
201407,78728,Multi-Family,5927600
201407,78728,Residential,5501600
201407,78729,Irrigation - Multi-Family,3470300
201407,78729,Irrigation - Residential,17600
201407,78729,Multi-Family,20230200
201407,78729,Residential,24637400
201407,78730,Irrigation - Multi-Family,1222400
201407,78730,Irrigation - Residential,143500
201407,78730,Multi-Family,4389100
201407,78730,Residential,16968800
201407,78731,Irrigation - Multi-Family,1454400
201407,78731,Irrigation - Residential,612900
201407,78731,Multi-Family,17962100
201407,78731,Residential,79102100
201407,78733,Residential,52200
201407,78735,Irrigation - Multi-Family,2419300
201407,78735,Multi-Family,8777900
201407,78735,Residential,28188000
201407,78736,Irrigation - Multi-Family,561800
201407,78736,Irrigation - Residential,22500
201407,78736,Multi-Family,2811200
201407,78736,Residential,16756500
201407,78737,Irrigation - Residential,15300
201407,78737,Residential,11734800
201407,78738,Residential,8200
201407,78739,Residential,53505500
201407,78741,Irrigation - Multi-Family,1775500
201407,78741,Irrigation - Residential,32800
201407,78741,Multi-Family,86122600
201407,78741,Residential,19782200
201407,78742,Multi-Family,345400
201407,78742,Residential,753800
201407,78744,Irrigation - Multi-Family,1821800
201407,78744,Irrigation - Residential,3200
201407,78744,Multi-Family,25268600
201407,78744,Residential,51370800
201407,78745,Irrigation - Multi-Family,4418600
201407,78745,Irrigation - Residential,102700
201407,78745,Multi-Family,32777100
201407,78745,Residential,81569100
201407,78746,Irrigation - Multi-Family,690800
201407,78746,Irrigation - Residential,465000
201407,78746,Multi-Family,13586400
201407,78746,Residential,39997300
201407,78747,Irrigation - Multi-Family,1081900
201407,78747,Irrigation - Residential,0
201407,78747,Multi-Family,7902800
201407,78747,Residential,29164400
201407,78748,Irrigation - Multi-Family,6519300
201407,78748,Irrigation - Residential,19800
201407,78748,Multi-Family,19839000
201407,78748,Residential,81914900
201407,78749,Irrigation - Multi-Family,5021500
201407,78749,Irrigation - Residential,25500
201407,78749,Multi-Family,15671700
201407,78749,Residential,83446400
201407,78750,Irrigation - Multi-Family,1926400
201407,78750,Irrigation - Residential,34500
201407,78750,Multi-Family,14801100
201407,78750,Residential,67768600
201407,78751,Irrigation - Multi-Family,948000
201407,78751,Irrigation - Residential,99900
201407,78751,Multi-Family,11739700
201407,78751,Residential,16959200
201407,78752,Irrigation - Multi-Family,176600
201407,78752,Multi-Family,20131300
201407,78752,Residential,14067500
201407,78753,Irrigation - Multi-Family,4648000
201407,78753,Irrigation - Residential,8500
201407,78753,Multi-Family,58569300
201407,78753,Residential,48281700
201407,78754,Irrigation - Multi-Family,2495300
201407,78754,Irrigation - Residential,21800
201407,78754,Multi-Family,16300100
201407,78754,Residential,25554000
